"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","early.stop"
355,"MTD.bfet",,,,,,3.2
355,"OBD.bfet",19.4,20.1,48.5,7.5,1.2,
272,"MTD.ours0",3.06,34.3,44.58,14.46,3.6,0
272,"OBD.ours0",17.04,58.8,19.3,3.44,0.44,
272,"MTD.bf",2.7,34.6,45.16,14.54,3,0
272,"OBD.bf",15.6,57.24,21.7,4.16,0.76,
272,"MTD.ours1",2.7,34.24,43.96,15.34,3.76,0
272,"OBD.ours1",16.58,57.16,20.38,4,0.9,
272,"MTD.ours2",3,34.14,45.14,14.66,3.06,0
272,"OBD.ours2",17.44,56.56,20.42,4.04,0.54,
272,"MTD.ours3",2.62,33.9,44.28,15.88,3.32,0
272,"OBD.ours3",16.36,55.14,21.66,5.08,0.86,
272,"MTD.titeet",2.1,40.4,41.1,13.7,2.6,1.3
272,"OBD.titeet",20.6,46.6,21.3,8.4,1.8,
272,"MTD.tite12",0.4,12.1,31.2,30.4,25.6,0.24
272,"OBD.tite12",18.8,42.5,24.2,10.6,3.7,
272,"MTD.bfet",,,,,,1.1
272,"OBD.bfet",18.2,54.7,20.5,4.9,0.6,
295,"MTD.ours0",2,23.32,52.58,18.78,3.32,0
295,"OBD.ours0",14.74,20.94,52.6,6.24,0.8,
295,"MTD.bf",1.26,22.56,53.7,19.44,3.04,0
295,"OBD.bf",14.82,21.82,52.42,7.38,1.16,
295,"MTD.ours1",1.78,22.16,53.56,19,3.46,0.04
295,"OBD.ours1",16.6,20.1,51.68,6.7,0.9,
295,"MTD.ours2",1.9,21.06,53.72,19.3,3.98,0.04
295,"OBD.ours2",15.42,19.64,52.04,7.44,1.02,
295,"MTD.ours3",1.34,22.02,52.74,20.34,3.56,0
295,"OBD.ours3",15.68,20.72,49.8,8.24,1.72,
295,"MTD.titeet",1.2,20.6,56.5,19.1,2.6,3
295,"OBD.titeet",19.6,16.7,46.5,11.8,2.4,
295,"MTD.tite12",0.2,6.7,30.8,28.4,33.1,0.72
295,"OBD.tite12",17.7,16.8,43.1,15.6,6.1,
295,"MTD.bfet",,,,,,2.9
295,"OBD.bfet",17.9,19.7,50.1,8.1,1.3,
325,"MTD.ours0",1.98,22.9,52.9,18.72,3.5,0
325,"OBD.ours0",13.98,20.8,53.12,6.32,0.88,
325,"MTD.bf",1.26,22.56,53.7,19.44,3.04,0
325,"OBD.bf",14.82,21.82,52.42,7.38,1.16,
325,"MTD.ours1",1.66,21.72,53.46,19.8,3.36,0
325,"OBD.ours1",16.02,20.66,51.94,6.84,0.78,
325,"MTD.ours2",2.16,21.12,53.62,19.24,3.86,0
325,"OBD.ours2",15.34,19.92,51.9,7.44,1.04,
325,"MTD.ours3",1.34,22.1,52.5,20.52,3.54,0
325,"OBD.ours3",15.52,20.8,49.72,8.42,1.68,
325,"MTD.titeet",0.9,21.6,57,18,2.5,3.3
325,"OBD.titeet",18.6,16.9,46.5,12,2.7,
325,"MTD.tite12",0.3,6.9,31,29.1,32.2,0.44
325,"OBD.tite12",17.2,16.5,43.5,15.9,6.4,
325,"MTD.bfet",,,,,,3
325,"OBD.bfet",18.5,20,49.4,7.8,1.2,
305,"MTD.ours0",2.16,23.72,50.62,19.98,3.5,0.02
305,"OBD.ours0",15.66,21.48,50.74,7.3,0.82,
305,"MTD.bf",1.34,22.28,53.1,19.74,3.54,0
305,"OBD.bf",15.68,21.08,52.1,7.64,1.1,
305,"MTD.ours1",2.02,22.28,52.42,19.06,4.2,0.02
305,"OBD.ours1",16.52,20.78,50.64,7.52,0.94,
305,"MTD.ours2",1.92,23.24,50.24,20.08,4.5,0.02
305,"OBD.ours2",17.42,20.14,49.8,7.76,1.1,
305,"MTD.ours3",1.46,21.96,51.1,21.02,4.46,0
305,"OBD.ours3",15.22,20.14,49.58,9.94,1.3,
305,"MTD.titeet",1.4,19.3,55.8,20.1,3.4,2
305,"OBD.titeet",18.9,15.8,44.8,14.5,4,
305,"MTD.tite12",0.2,6.1,31.1,28.8,33.1,0.72
305,"OBD.tite12",16.5,16.6,44.2,15.5,6.5,
305,"MTD.bfet",,,,,,3.2
305,"OBD.bfet",19.8,19.8,47,9.1,1,
316,"MTD.ours0",0.06,2.62,18.28,55.46,23.58,0
316,"OBD.ours0",4.58,12.04,19.2,52.7,8.4,
316,"MTD.bf",0.14,2.56,17.64,56.54,23.12,0
316,"OBD.bf",7.92,11.22,19.08,51.3,9.34,
316,"MTD.ours1",0.1,2.54,18.38,54.64,24.34,0
316,"OBD.ours1",4.68,12.18,18.92,51.64,8.82,
316,"MTD.ours2",0.16,2.02,18.96,55.64,23.22,0
316,"OBD.ours2",5.58,11.84,19.48,50.46,9.06,
316,"MTD.ours3",0.12,1.94,18.42,55.74,23.78,0
316,"OBD.ours3",4.62,12.32,18.36,50.46,11.28,
316,"MTD.titeet",0.1,2.1,21.5,59,17.3,0.7
316,"OBD.titeet",12.9,15.7,16.4,42.3,12,
316,"MTD.tite12",0,0.8,7.7,31.4,59.9,0.1
316,"OBD.tite12",11.2,13.9,15.2,42,17.6,
316,"MTD.bfet",,,,,,1.4
316,"OBD.bfet",10.2,12.8,17.1,49.6,8.9,
346,"MTD.ours0",0.06,2.52,19.2,55.18,23.04,0
346,"OBD.ours0",5.04,12.36,19.36,52.5,7.7,
346,"MTD.bf",0.14,2.5,18.1,56.78,22.48,0
346,"OBD.bf",8.02,11.68,19.34,51.2,8.62,
346,"MTD.ours1",0.12,2.28,18.42,56.08,23.1,0
346,"OBD.ours1",5.58,13.12,18.16,51.92,8.18,
346,"MTD.ours2",0.16,2.14,18.38,55.3,24.02,0
346,"OBD.ours2",5.74,12.2,17.74,52.68,8.52,
346,"MTD.ours3",0.16,2.14,17.58,56.4,23.72,0
346,"OBD.ours3",4.66,11.64,18.64,51.34,10.84,
346,"MTD.titeet",0.1,2.2,20.4,60.3,17,0.8
346,"OBD.titeet",12.3,16.2,16,43.1,11.7,
346,"MTD.tite12",0,0.8,8,32.7,58.3,0.18
346,"OBD.tite12",10.4,14,15,43.5,17,
346,"MTD.bfet",,,,,,1.6
346,"OBD.bfet",10.9,13.9,17.7,48,7.9,
302,"MTD.ours0",3.06,35.08,43.7,15.62,2.54,0
302,"OBD.ours0",16.32,57.3,21.96,3.18,0.24,
302,"MTD.bf",2.68,34.3,45.26,14.54,3.22,0
302,"OBD.bf",15.12,57.08,21.88,4.48,0.78,
302,"MTD.ours1",3.02,33.96,44.4,15.1,3.5,0.02
302,"OBD.ours1",17.86,56.86,20,3.72,0.5,
302,"MTD.ours2",2.86,33.96,44.36,15.6,3.14,0.08
302,"OBD.ours2",17.16,56.96,20.46,3.88,0.56,
302,"MTD.ours3",2.78,33.66,44.54,15.62,3.4,0
302,"OBD.ours3",16.7,54.44,21.72,5.5,0.66,
302,"MTD.titeet",1.6,41.6,41.6,12.5,2.7,1.8
302,"OBD.titeet",20.5,45.9,21.4,8.5,1.9,
302,"MTD.tite12",0.6,11.6,31.4,29.4,26.5,0.36
302,"OBD.tite12",18.6,42.4,24.1,10.7,3.9,
302,"MTD.bfet",,,,,,2
302,"OBD.bfet",20.6,52.9,20,4.2,0.3,
322,"MTD.ours0",2.42,36.6,45.22,13.66,2.08,0.02
322,"OBD.ours0",15.62,60.18,20.1,3.02,0.22,
322,"MTD.bf",2.12,35.44,46.42,13.48,2.54,0
322,"OBD.bf",14.06,58.84,21.52,4.4,0.7,
322,"MTD.ours1",2.92,34.22,46.62,13.48,2.74,0.02
322,"OBD.ours1",17.34,58.84,19.34,3.18,0.4,
322,"MTD.ours2",3.14,36.24,44.78,13.18,2.66,0
322,"OBD.ours2",17,58.5,19.56,3.3,0.4,
322,"MTD.ours3",2.44,33.76,46.86,13.92,3.02,0
322,"OBD.ours3",15.98,56.38,20.88,4.86,0.82,
322,"MTD.titeet",1.6,43.2,40.5,13,1.7,2.5
322,"OBD.titeet",20.1,48.4,20.9,6.8,1.3,
322,"MTD.tite12",0.3,12.5,30.5,30,26.4,0.24
322,"OBD.tite12",18,44.5,22.7,10.6,4,
322,"MTD.bfet",,,,,,1.3
322,"OBD.bfet",19,57.1,18.4,3.8,0.6,
276,"MTD.ours0",0.04,2.44,18.92,55.26,23.34,0
276,"OBD.ours0",4.54,12.08,21.8,50.88,8.2,
276,"MTD.bf",0.14,2.68,17.92,56.2,23.06,0
276,"OBD.bf",7.8,11.92,19.62,50.62,8.94,
276,"MTD.ours1",0.08,2.32,19.1,53.1,25.4,0
276,"OBD.ours1",4.86,13.1,19.64,50.2,9.3,
276,"MTD.ours2",0.16,2.3,19.48,54.3,23.76,0
276,"OBD.ours2",5.06,13.38,19.46,50.72,8.2,
276,"MTD.ours3",0.16,2.24,18.2,54.94,24.46,0
276,"OBD.ours3",4.38,12.68,18.56,51.2,10.4,
276,"MTD.titeet",0.1,2.1,18.8,59.7,19.3,0.5
276,"OBD.titeet",11.9,15.6,15,42.3,14.7,
276,"MTD.tite12",0,0.8,8.2,31.9,58.8,0.24
276,"OBD.tite12",11.2,13.8,15.5,42.8,16.4,
276,"MTD.bfet",,,,,,1
276,"OBD.bfet",9.8,12.1,17,50.7,9.5,
352,"MTD.ours0",2.46,35.74,45.4,14.36,2.04,0
352,"OBD.ours0",15.44,59.46,20.76,3.18,0.26,
352,"MTD.bf",2.12,35.48,46.34,13.5,2.56,0
352,"OBD.bf",14.04,58.82,21.54,4.42,0.7,
352,"MTD.ours1",3.06,35.04,46.06,13.2,2.64,0
352,"OBD.ours1",16.72,59.38,19.32,3.12,0.4,
352,"MTD.ours2",2.78,37.26,43.68,14,2.26,0.02
352,"OBD.ours2",16.9,59.74,18.56,3.22,0.36,
352,"MTD.ours3",2.46,33.8,46.88,13.88,2.98,0
352,"OBD.ours3",16.06,56.34,20.96,4.76,0.82,
352,"MTD.titeet",1.8,44.2,39.3,12.8,1.9,2.7
352,"OBD.titeet",20,47.8,21.2,6.9,1.4,
352,"MTD.tite12",0.5,11.8,29.9,30.4,27.1,0.24
352,"OBD.tite12",18.6,43.2,23.2,10.8,4,
352,"MTD.bfet",,,,,,1.3
352,"OBD.bfet",19.5,57.4,17.7,3.6,0.5,
286,"MTD.ours0",0.18,2.42,19.24,55.1,23.06,0
286,"OBD.ours0",4.5,12.32,19.32,52.56,7.62,
286,"MTD.bf",0.14,2.58,17.62,56.58,23.08,0
286,"OBD.bf",7.92,11.2,19.1,51.3,9.34,
286,"MTD.ours1",0.1,2.5,18.36,54.98,24.06,0
286,"OBD.ours1",5.74,12.46,18.36,51.48,8.92,
286,"MTD.ours2",0.16,2.24,18.46,54.74,24.4,0
286,"OBD.ours2",5.16,11.74,18.22,52.76,8.62,
286,"MTD.ours3",0.12,2.02,18.34,55.52,24,0
286,"OBD.ours3",4.68,11.9,18.86,50.4,11.36,
286,"MTD.titeet",0.1,2.8,20.4,59.8,16.9,1
286,"OBD.titeet",12.1,16.6,16.7,41.6,12,
286,"MTD.tite12",0,0.9,7.7,31.8,59.3,0.28
286,"OBD.tite12",10.8,13.9,15.1,42.1,17.8,
286,"MTD.bfet",,,,,,1.3
286,"OBD.bfet",9.7,12.4,16.8,50,9.7,
335,"MTD.ours0",2.06,22.18,51.52,20.16,4.06,0.02
335,"OBD.ours0",15.08,21.54,51.14,7.2,0.82,
335,"MTD.bf",1.34,22.32,52.56,20.14,3.64,0
335,"OBD.bf",15.3,21.48,51.88,7.86,1.16,
335,"MTD.ours1",2.06,22.22,49.84,21.4,4.48,0
335,"OBD.ours1",16.74,20.02,50.42,7.7,1.18,
335,"MTD.ours2",1.84,22.66,52.24,19.72,3.52,0.02
335,"OBD.ours2",16.68,20.96,50.32,7.2,0.88,
335,"MTD.ours3",1.58,22.18,50.82,21.04,4.38,0
335,"OBD.ours3",15.08,20.48,49.44,9.34,1.64,
335,"MTD.titeet",1.3,20,55.4,19.7,3.7,1.9
335,"OBD.titeet",18.5,15.2,46.3,14.1,3.9,
335,"MTD.tite12",0.2,6.7,30.1,29,33.3,0.58
335,"OBD.tite12",16.9,16.1,43.9,15.8,6.8,
335,"MTD.bfet",,,,,,4.1
335,"OBD.bfet",20.7,20.6,44.9,8.5,1.1,
292,"MTD.ours0",2.66,36.46,44.74,13.82,2.3,0.02
292,"OBD.ours0",15.78,59.78,20.02,3.16,0.26,
292,"MTD.bf",2.12,35.44,46.42,13.48,2.54,0
292,"OBD.bf",14.06,58.84,21.52,4.4,0.7,
292,"MTD.ours1",2.94,35.42,45.22,13.68,2.68,0.06
292,"OBD.ours1",17.98,59.02,18.5,3.26,0.42,
292,"MTD.ours2",2.86,36.44,44.76,13.44,2.48,0.02
292,"OBD.ours2",17.02,59.08,19.1,3.3,0.32,
292,"MTD.ours3",2.38,33.82,46.58,14.2,3.02,0
292,"OBD.ours3",15.72,56.58,20.86,4.9,0.86,
292,"MTD.titeet",2,41.7,41.8,12.4,2.2,2.2
292,"OBD.titeet",21.3,47.1,21.8,6.3,1.3,
292,"MTD.tite12",0.7,12.5,30.2,30,26.3,0.28
292,"OBD.tite12",18.2,43.6,24.6,9.4,3.8,
292,"MTD.bfet",,,,,,1.2
292,"OBD.bfet",17.8,57.2,19.1,4,0.7,
332,"MTD.ours0",3.06,34.02,45.06,14.66,3.2,0
332,"OBD.ours0",16.6,58.3,20.34,3.46,0.46,
332,"MTD.bf",2.44,35.02,45,14.54,3,0
332,"OBD.bf",14.64,57.68,21.98,4.48,0.66,
332,"MTD.ours1",2.68,34.98,43.3,15.92,3.1,0.02
332,"OBD.ours1",17.7,57.16,19.44,4.2,0.54,
332,"MTD.ours2",2.98,34.74,44.86,14.14,3.28,0
332,"OBD.ours2",17.54,56.26,21.08,3.76,0.46,
332,"MTD.ours3",2.66,34.3,44.7,14.92,3.42,0
332,"OBD.ours3",16.66,55.02,21.62,4.64,0.76,
332,"MTD.titeet",2.5,41.1,40.9,12.9,2.6,1.7
332,"OBD.titeet",20.5,46.4,21,8,2.4,
332,"MTD.tite12",0.4,12.2,30.9,29.7,26.4,0.32
332,"OBD.tite12",17.8,42.5,24.9,10.1,4.3,
332,"MTD.bfet",,,,,,2.6
332,"OBD.bfet",23.4,50.3,19,4.2,0.5,
347,"MTD.ours0",2.5,35.94,45.28,13.52,2.72,0.04
347,"OBD.ours0",55.66,30.5,11.72,1.8,0.2,
347,"MTD.bf",2.42,35.52,44.94,14.82,2.3,0
347,"OBD.bf",51.06,31.46,13.92,3.06,0.48,
347,"MTD.ours1",2.86,35.12,45.38,13.88,2.76,0
347,"OBD.ours1",56.04,29.96,11.64,2.04,0.2,
347,"MTD.ours2",3.02,34.88,45.56,13.78,2.74,0.02
347,"OBD.ours2",56.26,29.92,11.42,2.06,0.26,
347,"MTD.ours3",2.48,34.5,45.12,15.18,2.72,0
347,"OBD.ours3",54.1,28.28,13.12,3.74,0.64,
347,"MTD.titeet",12.6,41,34.3,10.3,1.8,0.3
347,"OBD.titeet",52.9,27.4,13.8,4.8,0.9,
347,"MTD.tite12",0.9,12.6,38.4,24.8,23.1,0.16
347,"OBD.tite12",44.1,28.4,16.7,7.5,3.2,
347,"MTD.bfet",,,,,,0.3
347,"OBD.bfet",58.5,29.3,9.8,1.9,0.3,
326,"MTD.ours0",0.12,2.62,18.34,56.56,22.36,0
326,"OBD.ours0",4.76,12.64,19.72,52.72,7.32,
326,"MTD.bf",0.14,2.28,18.4,56.46,22.72,0
326,"OBD.bf",7.7,11.28,19.56,51.52,8.74,
326,"MTD.ours1",0.04,2.26,17.96,57.24,22.5,0
326,"OBD.ours1",5.36,12.5,18.4,52.48,7.92,
326,"MTD.ours2",0.04,2.3,18.62,56.48,22.56,0
326,"OBD.ours2",5.74,12.28,18.02,52.78,7.88,
326,"MTD.ours3",0.12,2.24,17.94,56.74,22.96,0
326,"OBD.ours3",4.92,12.34,18.16,51.26,10.42,
326,"MTD.titeet",0.1,2.4,21,60.3,16.2,1.3
326,"OBD.titeet",11.5,16.9,16.9,42.7,10.6,
326,"MTD.tite12",0,0.7,8.2,32.8,58,0.2
326,"OBD.tite12",10.8,14.1,15.6,42.2,17.1,
326,"MTD.bfet",,,,,,1.3
326,"OBD.bfet",10.2,12.7,17.3,49.4,9.1,
317,"MTD.ours0",2.6,35.34,45.94,13.84,2.28,0
317,"OBD.ours0",54.66,30.74,12.64,1.74,0.12,
317,"MTD.bf",2.6,35.98,44.98,13.9,2.54,0
317,"OBD.bf",50.8,31.7,13.78,3.12,0.58,
317,"MTD.ours1",2.86,34.28,45.6,14.5,2.76,0
317,"OBD.ours1",55.38,30.5,11.38,2.4,0.18,
317,"MTD.ours2",2.6,35.42,45.88,13.44,2.66,0
317,"OBD.ours2",56.36,30,11.12,2.26,0.14,
317,"MTD.ours3",2.46,34.16,45.56,14.94,2.88,0
317,"OBD.ours3",53.96,28.82,12.9,3.48,0.7,
317,"MTD.titeet",11.8,39.9,34.7,11.8,1.8,0.2
317,"OBD.titeet",51.7,28.8,13.2,5.1,0.9,
317,"MTD.tite12",0.7,12.4,38.2,26.2,22.5,0.12
317,"OBD.tite12",45,28.3,16,7.8,2.7,
317,"MTD.bfet",,,,,,0.1
317,"OBD.bfet",57.2,29.7,10.7,2,0.3,
356,"MTD.ours0",0.12,2.3,18.86,57.22,21.5,0
356,"OBD.ours0",4.68,12.4,19.92,53.26,6.8,
356,"MTD.bf",0.14,2.28,18.4,56.48,22.7,0
356,"OBD.bf",7.7,11.28,19.56,51.52,8.74,
356,"MTD.ours1",0.08,2.12,17.86,57.14,22.8,0
356,"OBD.ours1",5.64,13.32,17.76,52.3,8.26,
356,"MTD.ours2",0.08,2.02,18.76,56.74,22.4,0
356,"OBD.ours2",5.82,12.68,17.94,52.56,7.92,
356,"MTD.ours3",0.12,2.2,18.04,56.5,23.14,0
356,"OBD.ours3",4.84,12.32,18.28,51.1,10.6,
356,"MTD.titeet",0.1,2.6,21.2,59.1,17,1
356,"OBD.titeet",12.8,16.5,16.6,42.2,10.8,
356,"MTD.tite12",0,1,8.9,33.2,56.8,0.12
356,"OBD.tite12",11,14.3,15.9,42.4,16.3,
356,"MTD.bfet",,,,,,1.4
356,"OBD.bfet",10.5,12.8,17.8,48.9,8.7,
287,"MTD.ours0",2.46,35.46,46.54,13.32,2.2,0.02
287,"OBD.ours0",54.32,31.2,12.4,1.72,0.2,
287,"MTD.bf",2.6,35.98,44.98,13.9,2.54,0
287,"OBD.bf",50.8,31.72,13.76,3.12,0.58,
287,"MTD.ours1",2.76,36.06,44.04,14.44,2.64,0.06
287,"OBD.ours1",56.5,29.98,10.96,2.2,0.18,
287,"MTD.ours2",2.74,36.18,45,13.28,2.78,0.02
287,"OBD.ours2",56.22,29.64,11.42,2.38,0.2,
287,"MTD.ours3",2.44,34.32,45.54,14.74,2.96,0
287,"OBD.ours3",54,28.92,12.86,3.48,0.62,
287,"MTD.titeet",12.8,41.1,34.4,10.2,1.5,0.1
287,"OBD.titeet",52.4,27.6,13.9,4.8,1.3,
287,"MTD.tite12",0.9,12.2,38.5,25.8,22.6,0.06
287,"OBD.tite12",45.7,28,15.8,7.8,2.6,
287,"MTD.bfet",,,,,,0.1
287,"OBD.bfet",55.2,30.3,11.8,2.3,0.4,
296,"MTD.ours0",0.06,2.24,19.16,56.48,22.04,0.02
296,"OBD.ours0",4.82,13.14,19.58,52.34,7.08,
296,"MTD.bf",0.14,2.28,18.4,56.46,22.72,0
296,"OBD.bf",7.7,11.28,19.56,51.52,8.74,
296,"MTD.ours1",0.1,2.62,18.78,54.78,23.72,0
296,"OBD.ours1",5.54,13.02,18.2,51.46,8.32,
296,"MTD.ours2",0.14,2.2,18.86,55.44,23.36,0
296,"OBD.ours2",5.36,13.34,18.84,51,8.42,
296,"MTD.ours3",0.12,2.22,17.94,56.56,23.16,0
296,"OBD.ours3",4.84,12.28,18.18,51.38,10.44,
296,"MTD.titeet",0.1,2.9,22.4,59.8,14.9,1.2
296,"OBD.titeet",12.8,16.4,17.3,42.3,10.1,
296,"MTD.tite12",0,0.7,8.8,32.1,58,0.4
296,"OBD.tite12",10.8,13.8,15.9,43.3,15.7,
296,"MTD.bfet",,,,,,1.2
296,"OBD.bfet",9.8,12.7,17.1,49.5,9.7,
306,"MTD.ours0",0.24,2.52,18.12,56.34,22.78,0
306,"OBD.ours0",4.92,12.5,19.76,52.24,7.84,
306,"MTD.bf",0.14,2.5,18.14,55.6,23.62,0
306,"OBD.bf",7.66,11.78,19.78,50.62,9.08,
306,"MTD.ours1",0.14,2.34,18.52,54.46,24.54,0
306,"OBD.ours1",4.74,11.94,20.34,50.36,9.36,
306,"MTD.ours2",0.1,2.16,19.34,55.24,23.16,0
306,"OBD.ours2",5.28,13.02,19.6,51.12,8.16,
306,"MTD.ours3",0.18,2.24,17.64,55.2,24.74,0
306,"OBD.ours3",4.44,11.76,18.68,51.9,10.42,
306,"MTD.titeet",0.1,1.7,20,58.7,19.4,0.5
306,"OBD.titeet",11.5,16.1,14.8,43,14.1,
306,"MTD.tite12",0,0.9,7.6,32.7,58.5,0.26
306,"OBD.tite12",10.4,14.8,14.9,43,16.7,
306,"MTD.bfet",,,,,,1.1
306,"OBD.bfet",10.3,12.5,18.7,48.9,8.4,
277,"MTD.ours0",3.24,35.1,43.92,14.46,3.26,0.02
277,"OBD.ours0",55.48,29.7,12.06,2.2,0.38,
277,"MTD.bf",2.76,34.9,44.44,15.06,2.84,0
277,"OBD.bf",51.4,31.22,13.56,3.18,0.6,
277,"MTD.ours1",2.56,34.72,44.72,14.64,3.32,0.04
277,"OBD.ours1",54.74,30.84,11.04,2.68,0.54,
277,"MTD.ours2",2.92,33.98,43.54,16.14,3.42,0
277,"OBD.ours2",53.5,31.2,12.2,2.56,0.38,
277,"MTD.ours3",2.64,34.1,44.24,15.92,3.1,0
277,"OBD.ours3",53.68,29.04,12.96,3.66,0.52,
277,"MTD.titeet",11.7,39.5,35.3,11,2.4,0.1
277,"OBD.titeet",50.9,28.2,13.8,5.4,1.6,
277,"MTD.tite12",0.7,11.1,39.1,26.2,22.7,0.18
277,"OBD.tite12",45.5,26.8,16,8.7,2.8,
277,"MTD.bfet",,,,,,0.3
277,"OBD.bfet",53.5,30.6,12.3,2.9,0.4,
314,"MTD.ours0",0.04,0.24,2.64,26.62,70.46,0
314,"OBD.ours0",1.64,5.42,10.46,59.86,22.04,
314,"MTD.bf",0,0.3,2.52,27.06,70.12,0
314,"OBD.bf",2.34,4.6,9.46,59.24,24.2,
314,"MTD.ours1",0,0.3,3.28,25.24,71.18,0
314,"OBD.ours1",2.06,6.52,10.94,57.34,22.6,
314,"MTD.ours2",0,0.32,2.58,26.48,70.62,0
314,"OBD.ours2",1.6,6.26,10.62,58.28,22.9,
314,"MTD.ours3",0,0.26,2.56,26.14,71.04,0
314,"OBD.ours3",1.64,6.02,10.26,55.6,26,
314,"MTD.titeet",0,0.3,4.4,42.6,52.7,0.2
314,"OBD.titeet",9.6,13.5,14.6,42.8,19.4,
314,"MTD.tite12",0,0.1,1.6,12,86.3,0.02
314,"OBD.tite12",7.2,9.9,10.8,49.5,22.6,
314,"MTD.bfet",,,,,,0.3
314,"OBD.bfet",4.7,7.3,11.9,55.7,20.2,
274,"MTD.ours0",0.02,0.34,2.68,26.5,70.46,0
274,"OBD.ours0",2.24,5.08,10.82,59.82,21.64,
274,"MTD.bf",0,0.32,2.48,27.04,70.16,0
274,"OBD.bf",2.62,4.94,10.26,59.1,22.9,
274,"MTD.ours1",0,0.38,2.8,26.04,70.78,0
274,"OBD.ours1",1.82,5.9,11.06,58.96,21.78,
274,"MTD.ours2",0,0.3,2.58,27.42,69.7,0
274,"OBD.ours2",1.98,5.4,11.52,57.78,22.82,
274,"MTD.ours3",0,0.26,2.46,26.8,70.48,0
274,"OBD.ours3",1.66,5.5,10.64,57.56,24.12,
274,"MTD.titeet",0,0.2,3.3,40.7,55.8,0.1
274,"OBD.titeet",8.4,14,14.3,43.5,19.7,
274,"MTD.tite12",0,0.1,1.2,12.6,86.1,0.04
274,"OBD.tite12",6.3,10.3,12.7,49,21.7,
274,"MTD.bfet",,,,,,0.2
274,"OBD.bfet",3.5,6.8,10.8,57.1,21.8,
337,"MTD.ours0",3.24,34.2,45.84,14.26,2.42,0.04
337,"OBD.ours0",55.2,30.48,12.18,1.86,0.16,
337,"MTD.bf",2.5,34.96,45.54,14.24,2.76,0
337,"OBD.bf",50.9,31.32,14.22,3.1,0.44,
337,"MTD.ours1",3.22,33.46,45.4,14.66,3.22,0.04
337,"OBD.ours1",55.24,29.92,11.64,2.58,0.52,
337,"MTD.ours2",2.96,34.5,45.52,13.86,3.16,0
337,"OBD.ours2",55.8,29.32,12.16,2.28,0.34,
337,"MTD.ours3",2.7,34,44.76,15.34,3.2,0
337,"OBD.ours3",53.9,29.1,12.54,3.84,0.4,
337,"MTD.titeet",12,39.8,35.4,10.7,2.1,0.1
337,"OBD.titeet",52.6,27.1,13.1,5.5,1.5,
337,"MTD.tite12",0.9,11.7,38,25.8,23.5,0.18
337,"OBD.tite12",43.6,27.7,17.1,8.1,3.3,
337,"MTD.bfet",,,,,,1
337,"OBD.bfet",56.2,28.7,11.1,2.7,0.2,
284,"MTD.ours0",0.06,0.2,2.24,25.92,71.58,0
284,"OBD.ours0",1.98,5,10.4,59.6,22.58,
284,"MTD.bf",0,0.3,2.52,27.06,70.12,0
284,"OBD.bf",2.34,4.62,9.46,59.24,24.18,
284,"MTD.ours1",0.04,0.22,2.7,25.86,71.18,0
284,"OBD.ours1",1.74,5.94,10.6,58.56,22.64,
284,"MTD.ours2",0.04,0.26,2.84,26.32,70.54,0
284,"OBD.ours2",2.08,5.98,10.76,56.54,24.12,
284,"MTD.ours3",0,0.26,2.46,26.04,71.24,0
284,"OBD.ours3",1.68,5.8,10.62,55.34,26.08,
284,"MTD.titeet",0,0.4,4.1,41.7,53.8,0.2
284,"OBD.titeet",9.4,13.3,14.9,42.6,19.6,
284,"MTD.tite12",0,0.1,1.7,12.8,85.3,0.04
284,"OBD.tite12",6.7,9.6,12,48.2,23.4,
284,"MTD.bfet",,,,,,0.2
284,"OBD.bfet",4.4,6.4,11.5,54.7,22.7,
307,"MTD.ours0",2.72,36.06,43.86,14.12,3.22,0.02
307,"OBD.ours0",55.4,29.86,12.38,2.06,0.26,
307,"MTD.bf",2.8,34.62,44.92,14.6,3.06,0
307,"OBD.bf",50.6,31.18,14.44,3.1,0.66,
307,"MTD.ours1",2.82,34.54,43.96,15.2,3.46,0.02
307,"OBD.ours1",55.82,29.34,11.68,2.66,0.34,
307,"MTD.ours2",2.74,33.24,45.14,15.44,3.44,0
307,"OBD.ours2",54.04,30.36,12.56,2.46,0.48,
307,"MTD.ours3",2.64,33.68,45.26,15.3,3.12,0
307,"OBD.ours3",53.88,29.08,12.8,3.66,0.44,
307,"MTD.titeet",12.8,40,34.9,9.9,2.4,0.1
307,"OBD.titeet",51.1,28.1,13.8,5.3,1.6,
307,"MTD.tite12",0.8,12.7,39.2,25.8,21.5,0.12
307,"OBD.tite12",45.4,27.7,16.5,7.3,3.1,
307,"MTD.bfet",,,,,,0.5
307,"OBD.bfet",54.4,30.2,11.9,2.9,0.2,
336,"MTD.ours0",0.12,1.94,19,55,23.94,0
336,"OBD.ours0",4.74,12.28,19.78,53.1,7.52,
336,"MTD.bf",0.14,2.58,18.16,55.46,23.66,0
336,"OBD.bf",8.18,11.88,19.06,50.36,9.34,
336,"MTD.ours1",0.16,2.32,18.22,55.46,23.84,0
336,"OBD.ours1",5.4,11.92,20.1,51.66,8.32,
336,"MTD.ours2",0.14,2.62,17.98,56.02,23.24,0
336,"OBD.ours2",5.66,11.94,18.76,53.56,7.5,
336,"MTD.ours3",0.14,2.1,17.86,56.04,23.86,0
336,"OBD.ours3",4.7,11.82,19.52,50.84,10.34,
